gene_id,Ctr_1,Ctr_2,Ctr_3,TTT_1,TTT_2,TTT_3
ENSG00000210082,10718.19234,12900.97432,15709.29572,14963.03985,16548.46495,14138.31791
ENSG00000156508,3351.825921,2628.866235,2624.847319,3295.102871,2930.496236,2792.975168
ENSG00000198804,5675.30448,8654.738618,9945.673953,8734.095671,9009.438202,9360.794141
ENSG00000170421,1170.580225,926.274259,995.3457273,802.6594476,867.4809667,818.044941
ENSG00000198938,6450.804809,8597.025183,10609.77754,7766.996729,7655.316334,7857.187145
ENSG00000167658,1595.586452,1332.100232,1218.966108,1521.748298,1405.459077,1477.167249
ENSG00000198886,2428.363963,3723.392289,4662.898865,3733.538724,3907.212837,3935.489116
ENSG00000184009,2179.902678,1789.502402,1726.535272,1557.156744,1417.625499,1426.436715
ENSG00000198712,5218.344872,7138.234005,9381.601098,7617.129477,7472.65342,7754.548351
ENSG00000142541,1881.234148,1449.056759,1598.683914,1876.683995,1845.105903,1682.583103
ENSG00000174444,729.748805,570.9281063,594.9112673,768.0100157,734.1556642,664.267036
ENSG00000198899,3507.325144,4852.500784,6708.903916,5861.456521,5713.90397,5789.470014
ENSG00000140988,1726.577839,1262.730111,1410.031,1582.823504,1583.195892,1488.218136
ENSG00000089157,1025.052491,828.3532622,787.9207151,937.4067541,855.1508286,865.7144619
ENSG00000075624,1103.289513,943.772129,915.0743563,965.9275091,948.7624724,946.2949442
ENSG00000100316,782.9178601,624.6172065,634.0515603,750.51393,690.5324924,681.6651805
ENSG00000140807,236.7146132,242.6556033,238.0658823,152.3681245,119.6847376,139.4081036
ENSG00000149273,576.3526414,443.5393002,479.4298681,599.7509404,592.6493715,548.236673
ENSG00000167526,476.9998014,372.556864,400.1368278,448.1075287,494.3274353,449.7362897
ENSG00000198763,1636.507805,2360.222019,3194.996643,2615.950139,2620.638286,2660.739446
ENSG00000111057,959.8969054,766.2405393,812.698671,654.7188759,738.1165198,661.8981834
ENSG00000167996,774.6278399,648.9542346,643.2772181,1491.603997,1716.376569,1584.158791
ENSG00000135486,518.7852078,433.0977296,434.4380218,470.4270686,450.9831668,414.557495
ENSG00000111640,975.8024731,822.6804506,754.3657951,716.7366749,666.5976203,684.8796657
ENSG00000147403,526.9016316,445.625486,433.6237917,451.6399017,468.3879496,444.0969507
ENSG00000096384,784.8329731,680.5375997,643.7313608,816.6274721,751.8567033,741.9433097
ENSG00000205542,1673.740199,1342.216642,1436.598287,1029.028266,1139.383943,945.9495537
ENSG00000166441,336.7945536,259.9481298,301.3014979,301.4858941,303.2532918,283.5793748
ENSG00000161016,1044.692739,797.2673073,863.4995066,1082.70581,1066.047166,998.8844158
ENSG00000148303,1069.02071,847.0620013,898.6169674,956.7532196,972.7102151,885.7645352
ENSG00000198888,1492.456553,2261.758766,2911.998543,2102.764881,2173.60662,2274.781911
ENSG00000231500,1157.560109,931.7897458,1023.492848,1152.501419,1209.436821,1056.573473
ENSG00000198034,779.7593529,619.5795813,612.8964165,738.5955106,715.6348037,641.4445744
ENSG00000204628,358.8588524,301.0419934,300.1507619,370.4611264,343.4721626,343.1469032
ENSG00000229117,2093.251481,1656.9481,1853.568791,1973.548737,1728.904681,1657.71204
ENSG00000137154,771.8218909,606.7018489,668.5815502,800.7045591,725.7284924,635.0892499
ENSG00000137818,637.0120952,492.1171437,536.0940676,578.2546599,593.1271169,586.6565799
ENSG00000137309,707.7132069,603.7636521,630.1459388,877.7914861,976.3326004,964.6133099
ENSG00000074800,373.366897,308.4542996,267.0805173,362.9368436,374.7573162,378.0583324
ENSG00000174748,290.3387069,221.8960471,220.8276221,254.9905785,236.3704812,215.5020648
ENSG00000122406,498.4122637,394.2820746,406.2385992,525.4704563,493.8249425,437.1877097
ENSG00000070756,350.5602844,318.1539302,303.2223914,399.1609312,387.5035077,370.7850427
ENSG00000162244,919.084879,707.9761531,789.7900459,862.3761177,845.360999,767.8928885
ENSG00000089009,420.319415,338.1212353,352.7239741,398.113208,395.8086505,353.8141963
ENSG00000145425,853.846576,644.1740323,654.0403309,781.3155486,728.4223863,627.2072592
ENSG00000108298,1038.433263,832.7166874,943.2667659,1020.788625,957.907366,884.2427705
ENSG00000130402,287.532989,263.9900916,260.3065601,265.9238226,272.7068979,279.5974404
ENSG00000142937,604.6902019,464.2991831,536.3421792,645.2085722,627.8404138,577.999057
ENSG00000138326,219.161677,178.6995294,207.7178083,223.1505695,230.1309695,189.6046646
ENSG00000265972,535.2309386,470.3205053,454.4342714,380.0200244,413.4285522,375.26574
ENSG00000112306,2202.711422,1727.186212,1762.180329,2285.129648,2228.731287,1984.413784
ENSG00000168028,469.6889084,373.7401847,354.3906347,404.1683515,384.5513741,366.2196309
ENSG00000211459,1494.851106,1823.850986,1925.262067,1372.862188,1571.224044,1409.512369
ENSG00000067225,205.4464624,177.3381423,167.5567401,166.7854868,168.8547795,172.6784964
ENSG00000198786,551.9469796,929.5153825,1219.725448,714.2250765,794.3370637,842.2311573
ENSG00000171345,801.9107127,639.5689925,683.0874168,502.3760032,650.9163151,588.5735683
ENSG00000197958,634.2299665,487.9646799,568.422942,694.2170998,683.9619331,617.5321192
ENSG00000147604,585.2040532,438.15175,445.1557672,570.1649548,545.8639691,502.1805547
ENSG00000142534,1214.949029,952.1225912,1058.243569,1114.858513,1101.933026,1013.50422
ENSG00000178209,70.57694066,90.92372729,101.4130746,68.98232218,89.76982379,101.5784588
ENSG00000105372,414.0418117,332.8763303,360.229345,393.1038188,422.4158238,390.9446793
ENSG00000181163,416.2512377,313.3306286,314.0187108,437.2575307,418.005968,331.3599091
ENSG00000164587,299.668982,244.0007891,257.2096208,302.2562547,284.5279933,267.6142319
ENSG00000198727,942.6668236,1304.084015,1585.440759,1231.462723,1108.046569,1170.791763
ENSG00000105640,445.1638126,349.9924736,358.6491407,407.7026078,406.5342595,391.8114941
ENSG00000130066,616.9822873,640.3494801,790.6200292,380.3754492,443.5828946,378.7134149
ENSG00000109971,292.5102798,254.3938625,214.9206416,327.4844776,297.6316284,274.2025156
ENSG00000145592,181.3106713,128.3325874,158.8302385,174.0929693,179.3083264,148.9688921
ENSG00000133112,207.7382123,156.6311719,167.4071136,206.1153654,193.9955309,150.9890582
ENSG00000071082,248.4108139,199.1457855,214.6568021,236.827444,232.3682316,208.2783252
ENSG00000187514,373.1401454,312.7774906,374.5896708,432.96331,414.2162549,374.1182778
ENSG00000063177,322.7699669,252.3644242,267.0613781,300.9642375,317.1221838,288.298745
ENSG00000144713,358.0563045,288.9847538,296.8661263,345.3178728,343.3490156,318.7773682
ENSG00000105193,493.6554959,372.7185793,412.0646701,493.542644,500.6993619,446.1724561
ENSG00000118181,858.207571,633.3335531,750.339103,874.9645074,879.7492112,762.9165447
ENSG00000177600,618.6344064,470.8642451,542.7976708,625.5697232,640.8243767,623.157434
ENSG00000147140,219.8879331,203.4417823,209.3649185,233.4498412,207.9613467,217.816507
ENSG00000139289,166.3126455,146.5319804,142.6393194,127.713743,129.5832425,112.9221206
ENSG00000170889,282.5094406,218.4200396,223.8350898,271.0045515,266.8836093,254.5768572
ENSG00000083845,349.5355761,278.4241368,256.9629107,329.6682335,304.980956,304.7314498
ENSG00000150991,317.7145682,259.6266776,265.1998582,258.8345692,286.0345119,277.5974497
ENSG00000143947,400.6430393,292.6699429,310.9608584,389.5296419,338.1198565,323.9460172
ENSG00000105281,318.9446237,318.0069076,354.8802391,293.919412,306.8585949,307.993161
ENSG00000110955,498.9635071,422.4734925,378.2383937,501.8838034,451.5568214,460.3777233
ENSG00000080824,200.6891324,161.4287203,153.0791451,215.943058,250.4392705,183.1635078
ENSG00000196262,262.8605427,205.440845,215.936433,236.7492856,224.8295543,206.7105445
ENSG00000171863,202.8607578,159.8033863,167.1878722,187.7215594,189.8252897,160.7794508
ENSG00000196924,87.63582023,91.65217394,84.1470233,89.00432079,97.38301107,110.3636548
ENSG00000108107,153.4796581,125.0107116,130.1213229,141.7136775,153.3401935,148.0000052
ENSG00000198755,759.1134679,585.7316991,605.6453985,688.1912309,648.7148682,612.6065701
ENSG00000136942,635.2506306,476.0107487,556.3135104,715.6307938,752.6346365,661.0727299
ENSG00000065978,472.9089661,386.3059887,385.1128706,569.0827697,641.5921664,550.4062911
ENSG00000115268,492.4735536,404.8013266,429.6560515,436.8266365,478.0492659,442.8750181
ENSG00000063046,168.3783276,139.2852064,125.994751,173.1013492,165.7474009,152.8817981
ENSG00000142676,368.7527834,319.7860017,356.5641429,387.6010558,375.7971587,326.0109974
ENSG00000034510,2252.445858,1619.295482,2026.418309,1866.448451,1936.332117,1710.514338
ENSG00000189060,490.566095,403.6614526,462.7727481,358.811219,354.9006768,333.1433411
ENSG00000197756,151.7110636,115.5312288,133.9179999,148.1451964,149.302133,126.039874
ENSG00000117394,233.7857372,227.7907922,219.1502795,181.073035,157.1078658,168.0074988
ENSG00000185269,386.5682074,356.4371323,385.7596974,267.4469225,211.6971828,241.363465
ENSG00000169100,463.8542447,365.0032939,369.6205531,449.8646761,440.3585735,443.3466952
ENSG00000125691,167.2316014,133.3725806,143.5552491,169.9501864,164.4058798,136.0275908
ENSG00000122566,100.8881487,88.26157501,86.14262031,107.6919291,113.4471781,92.49131973
ENSG00000184640,75.34290938,66.76589102,67.18967114,71.61453555,69.04899535,73.73253027
ENSG00000100345,103.3208729,100.3488812,97.04124595,93.53159771,99.10845897,108.8529827
ENSG00000181019,198.1774302,152.9717429,148.3811893,371.5534244,428.4452555,356.7882913
ENSG00000008988,332.4871653,254.0097445,282.4945935,317.9675172,314.0435744,273.406988
ENSG00000197956,1009.694725,732.1960419,976.4803267,780.6218266,1057.980532,910.6255548
ENSG00000163399,117.4315663,124.2029575,121.1338739,119.2172512,120.9247124,125.2962787
ENSG00000108654,120.3230923,127.7831088,128.3223761,112.0402847,113.8825547,108.5909477
ENSG00000163931,70.55203388,57.64124585,58.11421814,113.5562326,125.8363124,120.1370743
ENSG00000182899,302.8901224,231.3609204,256.446401,312.2839467,300.1004973,265.3728415
ENSG00000132475,161.2030806,130.3952888,128.5714627,139.0594521,147.8562675,135.4438071
ENSG00000137331,614.4221236,544.3566587,566.5471283,663.9807175,696.9574078,695.202439
ENSG00000108953,243.2105495,198.1784899,197.5444359,244.8524077,238.106757,204.6794961
ENSG00000196531,95.31317713,74.20366777,80.34750099,88.95622823,89.0084083,76.94323041
ENSG00000115053,107.987386,91.90784647,92.71118145,150.7476787,148.6338242,136.194114
ENSG00000131469,442.9433171,348.7542352,358.9169045,452.5536426,450.4463541,410.4187901
ENSG00000110700,442.9802386,336.3033747,368.7029784,389.8570777,392.597678,341.1172892
ENSG00000102144,207.3443085,167.8284612,136.9305282,129.366739,123.9992713,122.3920119
ENSG00000144381,185.895018,157.285749,142.300485,231.1408108,240.2896841,200.6236193
ENSG00000237550,1304.296592,958.773149,978.7013287,1291.00337,1242.994322,1039.864635
ENSG00000087086,753.6806729,636.4377129,616.9024998,1073.329469,1313.678258,1137.454818
ENSG00000145741,384.4508744,280.6472774,292.0847525,356.3878692,350.5859713,302.6054829
ENSG00000182718,101.5414937,79.29321857,82.50027497,86.33265312,108.5794759,91.25155505
ENSG00000087460,67.99618663,58.44170642,57.7937778,59.81112959,59.92333083,55.99336115
ENSG00000171858,818.8266639,705.2022859,759.1209269,840.7396653,812.4996788,741.6038405
ENSG00000147162,49.48057133,84.98517049,94.0048465,70.77332237,84.57957968,102.1975962
ENSG00000162337,118.5564387,129.3071143,122.749512,131.140313,122.2746404,144.4086208
ENSG00000108518,406.3349996,315.4280287,360.148,424.1284527,423.1092835,400.4310222
ENSG00000212907,1827.255865,2863.81139,3416.991496,2506.2521,2453.769617,2576.011138
ENSG00000196230,232.6492348,211.6445835,188.3108368,263.6295814,236.2452806,237.9240685
ENSG00000156976,135.0567205,120.9147055,121.1915605,125.4929785,134.4119619,112.1396185
ENSG00000188846,90.09571616,72.23420235,79.69339675,93.97614331,102.9004357,87.04542522
ENSG00000142192,125.1781894,137.7112282,133.4293404,109.6108359,100.1921562,102.7810884
ENSG00000167460,101.26694,82.85496181,87.06583658,81.18057576,85.99226743,78.86248797
ENSG00000128272,264.8904892,228.6376253,253.9028986,329.0841536,355.6835844,342.3221318
ENSG00000130741,213.519462,185.5843315,177.7963791,237.4349503,231.1619374,212.3212406
ENSG00000099194,116.8511803,123.1899068,126.3879611,144.6049503,144.630557,154.1376728
ENSG00000134333,157.739607,125.1048475,104.544558,112.2981085,99.47446221,88.8651704
ENSG00000112378,202.8166145,177.5228989,159.0853688,155.2770054,161.0273236,128.5210848
ENSG00000164924,98.87383399,81.57238209,74.1762765,85.33271232,84.5632603,67.95904237
ENSG00000090861,117.7046112,109.185935,108.4203459,182.4153184,204.3995276,205.4241328
ENSG00000176153,498.0275915,395.0603686,412.514457,460.4608057,495.725792,458.5420126
ENSG00000005022,523.1140735,404.1800914,384.0022704,503.396591,452.2815571,444.7773044
ENSG00000187109,46.25089144,36.6304148,35.33420564,39.00808883,42.87617754,32.20763141
ENSG00000169696,70.39098661,59.58463483,66.39533186,49.51516012,41.60180345,45.3476755
ENSG00000147065,116.849408,106.2662582,100.5119232,111.3158007,116.7217907,118.1634535
ENSG00000072110,69.80894974,62.57127384,60.69666783,61.05824498,60.01953811,60.9470983
ENSG00000127022,102.6488894,102.9959521,89.35057459,116.323847,111.1923328,103.2789391
ENSG00000132507,212.4814718,166.3485395,182.132548,276.6046907,281.4598256,261.8401054
ENSG00000139644,96.3035233,96.01987123,92.39726297,114.1788738,113.2917587,114.3218428
ENSG00000132470,97.90441894,107.017124,117.8129602,70.93012362,83.22799191,93.84652504
ENSG00000134294,90.29595373,97.91297106,86.87565466,105.8945016,108.6733777,94.03542341
ENSG00000177606,209.1069974,199.0803527,211.6436865,134.4984695,164.9492361,167.8162682
ENSG00000175061,159.373779,124.4066315,132.2650554,205.3572119,202.0241285,192.6975763
ENSG00000173812,173.4908875,152.145951,163.284716,186.541739,189.3350703,184.0650301
ENSG00000198918,314.9419765,257.7090096,303.178432,290.5888164,320.744896,275.7310523
ENSG00000182199,119.7543792,97.63708347,94.34934553,155.2646411,152.1370326,155.9289671
ENSG00000106153,598.094324,500.8714261,478.6355288,575.7494045,601.0254761,552.6462064
ENSG00000110321,77.58390899,70.36598323,61.77232141,77.79703837,75.73464806,68.75954054
ENSG00000111669,295.7708276,224.8122776,217.0295421,217.526018,211.0216488,201.0011966
ENSG00000108679,158.3323155,173.934552,173.6727289,165.4545333,172.3895382,184.4030563
ENSG00000146731,159.3315527,126.9581153,121.1841449,183.7835198,192.2546574,160.4444651
ENSG00000198242,254.5407875,198.8796605,215.4536666,228.8203054,195.5206726,206.9133878
ENSG00000084207,318.8872514,249.983518,255.1018795,357.4802456,381.9186408,354.9734045
ENSG00000152558,153.8347981,129.9358499,102.872478,151.6057155,141.1594587,105.3468382
ENSG00000172270,156.8958639,144.0820406,154.8801816,158.8575147,172.7028221,172.9323591
ENSG00000105373,119.7651321,92.77375247,105.8575723,118.2819711,124.1280951,116.5535536
ENSG00000162344,263.9436396,257.0383047,259.1620991,223.0649384,237.5707498,228.5499778
ENSG00000177954,717.0919722,560.8062687,658.4390632,528.487503,532.6462051,481.2075401
ENSG00000165119,134.1218656,109.9175146,101.3271807,129.1493067,114.2860323,112.0134602
ENSG00000092199,95.98585575,76.90767132,74.88819807,86.44117049,84.90769163,71.15585784
ENSG00000166598,119.1175817,124.8396564,119.4411785,132.4902323,137.7206756,126.1511128
ENSG00000197746,181.0054684,182.9816304,174.555509,182.1354175,174.9913088,187.832822
ENSG00000104408,119.5957886,89.43442699,85.46680999,105.8928545,101.8570631,80.77792997
ENSG00000215021,248.7004204,198.0111245,190.3853924,253.8893123,241.6772699,238.7377295
ENSG00000172757,113.4716385,86.80754659,93.20871919,97.16182165,96.37962395,93.43765123
ENSG00000092820,187.9434942,160.2656221,164.6718267,163.4904192,172.111619,166.0043411
ENSG00000065427,137.8740271,114.448828,109.5926135,158.4007921,165.3172214,148.7603516
ENSG00000143878,297.9191966,268.5997779,276.3585848,179.746657,196.1159207,198.356628
ENSG00000185624,107.6306661,106.8998779,98.78301075,103.3929379,101.58185,113.5348637
ENSG00000130985,98.94571498,89.22059681,79.33216994,83.9589318,79.67093966,83.39842029
ENSG00000011304,77.95881866,71.17029114,66.15627625,87.26930554,86.90830083,91.39565379
ENSG00000188229,292.6099397,259.1108985,260.8637103,240.8046521,262.3749377,250.5350849
ENSG00000189091,42.07104267,40.01923166,35.3223323,50.01328689,47.82911216,50.41810816
ENSG00000221983,148.9123779,125.293074,118.7284233,128.3576108,123.5261933,120.5720175
ENSG00000167978,35.52638498,45.71921764,46.49358938,37.19308883,37.22146002,46.31443436
ENSG00000163468,144.2438606,116.9032264,110.4244386,155.5463054,145.929175,141.8127389
ENSG00000044574,128.7016571,137.0665071,130.7453644,133.9259827,154.9005956,151.3520644
ENSG00000114391,228.6526255,173.5373934,201.1490558,211.3849278,222.5167056,185.4413304
ENSG00000205339,75.45174174,67.0021583,54.80617197,90.19158923,92.06441747,71.35889427
ENSG00000101444,151.9981487,122.9901191,105.1761039,157.7279236,146.2478724,151.0278734
ENSG00000136997,144.5904094,129.1352001,125.9946024,230.7086129,231.3048157,219.2823075
ENSG00000160789,74.16994619,66.56339024,67.96320009,75.06218623,90.01791126,89.47727997
ENSG00000120738,183.977117,193.8171353,182.4419787,146.1702118,141.1389978,177.1923657
ENSG00000234741,127.1236458,113.0748377,122.2258543,173.5508909,190.5343755,163.2133165
ENSG00000072778,116.4053816,107.8252245,113.5646191,107.1554879,108.8678728,107.4539235
ENSG00000103257,81.73493731,90.43878997,81.55483149,133.6902795,136.7574302,152.35156
ENSG00000100201,49.08024453,61.92565857,64.21334303,47.40722956,46.08403621,51.25772881
ENSG00000153187,24.78483029,23.00630781,20.96833929,25.49357495,24.63696499,22.64945158
ENSG00000142864,68.63385191,57.94649956,51.09041804,84.16167529,82.39845948,69.28909451
ENSG00000227097,2920.220674,2298.032321,2570.627692,2258.434861,2634.928668,2426.363695
ENSG00000134884,67.93240393,102.4247061,109.4928158,79.16278849,93.77403517,93.76793435
ENSG00000169813,164.9525204,135.815825,137.6301698,187.5345684,183.9217735,161.6190786
ENSG00000086758,26.84923108,31.58569281,27.8346289,31.92055027,29.23494101,32.9824303
ENSG00000117335,57.51200159,71.82522629,70.64198449,54.87073037,56.29604568,49.50271746
ENSG00000186468,147.9787792,103.189234,112.5192806,134.583662,131.0190762,113.6918969
ENSG00000044115,69.21232299,60.36295172,54.52233287,56.19291145,55.84753351,52.3327662
ENSG00000251562,40.15268128,70.74260453,74.7090783,43.66664609,64.62409802,56.47825451
ENSG00000002834,90.98819002,81.21305291,76.7087374,65.63925794,58.6898378,60.23247627
ENSG00000215301,36.74962706,34.69174314,31.92764073,31.46573454,28.48567748,28.2200831
ENSG00000119335,122.5461393,97.23177027,98.23572164,134.9988135,132.324679,113.71193
ENSG00000101210,114.0952624,92.74979938,103.0418604,100.933569,101.202247,104.6664385
ENSG00000183779,188.0287618,164.1476723,185.0231947,126.8373687,120.2198813,118.6639458
ENSG00000159335,348.6944697,309.3023249,367.213827,363.6308936,344.951383,320.9059461
ENSG00000010278,132.377261,116.8624393,130.1717806,112.4703479,124.3336468,108.6079576
ENSG00000130255,245.7114075,189.5362167,216.4944047,225.4439551,230.1309152,220.3282572
ENSG00000130513,169.8888641,163.9567547,173.3185929,265.4343788,338.951697,325.8480308
ENSG00000108561,204.667165,173.8120145,156.7094112,248.5176693,261.5342235,235.8922802
ENSG00000065150,52.97517175,45.13065719,40.2193443,60.00297362,56.7259287,50.05963049
ENSG00000163682,114.2010007,82.30230657,89.54491155,107.506684,106.9976837,84.75698783
ENSG00000198840,1205.357069,1313.403174,1908.569043,1371.041434,1365.169529,1348.909797
ENSG00000203485,52.74707577,48.99842749,52.96708903,46.27522764,50.76562422,53.54601743
ENSG00000183255,144.6486786,135.1040728,137.3007552,134.6279586,133.5754457,132.8401162
ENSG00000103888,57.93483194,76.52302005,71.5237541,57.24701065,51.50858606,63.32308076
ENSG00000132341,101.2446738,83.7146156,75.29349593,116.8328338,113.6317871,99.44053368
ENSG00000149806,270.5652906,193.7694566,235.0085152,280.0678991,300.5648674,264.7083964
ENSG00000104904,150.3276907,123.7285765,123.5252543,141.7421763,145.3532762,140.7970339
ENSG00000196154,549.8148081,409.1663309,464.5103837,439.039418,474.7494592,427.3475341
ENSG00000174231,41.82260195,42.70369244,35.84738652,42.19964879,39.86266307,43.96243846
ENSG00000123562,188.8081158,158.3637796,164.9551073,184.9514735,199.100858,164.0300383
ENSG00000203880,92.44680902,86.68434801,83.99509191,70.6136674,68.45621777,62.01374257
ENSG00000260032,88.12370114,93.16962829,92.03038321,81.19490101,88.31000184,76.99570049
ENSG00000100353,124.623875,104.3127712,97.84706178,122.247199,113.1852062,113.0245351
ENSG00000213719,281.8993057,214.1735473,221.6187352,230.0718076,234.1886879,224.3789151
ENSG00000165678,215.1001662,165.4412213,152.5152779,255.581592,264.6565221,229.6529253
ENSG00000164733,58.96860595,53.39858559,54.90897305,63.86380402,68.12105943,66.63527571
ENSG00000129351,36.15405866,36.75193616,37.2744744,44.058149,44.33536506,47.10876727
ENSG00000130726,117.8348966,104.8135222,103.4350017,114.8795966,109.5100102,116.1903338
ENSG00000107581,57.28715392,53.5293348,53.17345869,77.16739949,69.99923602,68.49237155
ENSG00000165732,82.16139348,71.3794876,60.95617252,111.4475745,112.8541061,96.99428486
ENSG00000169710,38.46776748,39.07438694,38.70934857,52.07450901,56.90081086,60.78141331
ENSG00000067560,196.1923694,163.8865819,147.3896728,189.0669168,173.4917981,163.8512281
ENSG00000100097,562.875558,435.9127628,491.6805157,306.2151177,320.7320575,303.6463074
ENSG00000105220,50.16291477,44.22471994,39.52785244,34.78181994,37.11330467,40.11556333
ENSG00000125398,137.5588239,124.5872225,125.6227753,95.60660867,95.33780211,89.3541151
ENSG00000135387,64.6653515,56.67626141,49.28923407,61.37696588,57.14580562,51.29692149
ENSG00000075415,54.41235496,45.94684173,44.29372411,53.57021621,47.3645738,47.71873969
ENSG00000106682,142.0965283,121.1440673,119.3884438,143.1787437,142.4228605,143.1144641
ENSG00000136167,93.86400997,84.60147039,74.84882374,86.52730657,86.72386358,84.13332724
ENSG00000198743,36.70605247,44.32012067,41.28643078,34.7971452,36.23622948,30.27511733
ENSG00000197157,66.26361353,56.78058686,54.32021458,71.71533486,73.71283365,74.48867876
ENSG00000136205,42.46966648,44.47862335,38.97990401,34.2700229,26.36907223,31.4024224
ENSG00000182149,58.81811087,56.01819113,59.39509486,53.09017276,50.57757131,52.66843074
ENSG00000167986,35.45591355,30.2715082,27.15483132,32.59520171,28.55258761,30.31646558
ENSG00000172809,115.7541375,85.82745148,107.7386142,129.5286961,130.2939106,106.8401745
ENSG00000182670,27.84246453,26.63594742,23.46066372,29.45192388,28.06108641,26.4359028
ENSG00000152795,71.97532254,74.41378419,78.57321061,80.12907622,87.86080522,77.96611648
ENSG00000198695,504.6530179,717.2284656,1175.82672,839.9373878,877.9676683,828.5675654
ENSG00000164379,246.7798746,204.1177096,231.2426793,134.3924731,150.3247292,138.1716297
ENSG00000089597,66.16147465,82.31514835,78.67373094,90.04061838,87.59020683,100.4888452
ENSG00000113013,37.94256622,34.93305202,30.95183452,65.55581974,72.73367183,63.90686364
ENSG00000145730,59.30723998,60.71692685,53.68505273,41.46921594,33.98480283,34.03093953
ENSG00000021300,113.1372813,95.90334936,96.32874171,74.90524235,62.86371244,64.74485525
ENSG00000206503,145.3641035,121.6404167,138.8350114,173.9820772,182.7232173,160.5525545
ENSG00000114942,229.6188215,180.419637,181.0559769,253.3824358,240.0212482,215.6499273
ENSG00000169714,223.8526006,179.9464591,167.0915907,242.6397905,266.3025026,210.487934
ENSG00000118680,262.976082,212.2383678,209.3280106,207.5354512,210.8741168,181.580143
ENSG00000079246,85.81204506,71.72334065,62.83728,82.04588138,77.70060275,70.48758016
ENSG00000214022,95.49863169,96.11137144,94.30730905,80.14938659,80.44087123,83.10744489
ENSG00000111371,33.67403482,35.20610365,30.88038916,50.55090652,50.73422614,44.64116314
ENSG00000096696,46.89333992,49.70994947,42.27184606,35.1575344,32.3841483,34.39345637
ENSG00000130702,24.63132056,33.44816373,36.62710217,21.46208898,24.83434752,29.83316414
ENSG00000135624,111.1920405,93.38157286,83.58837611,133.3624265,130.6221026,125.5944185
ENSG00000150753,66.20677634,56.51360424,51.57692418,80.81400633,83.24708383,77.87108033
ENSG00000283041,347.8559211,281.3549661,269.7284963,345.0908579,285.0957216,315.4953001
ENSG00000110958,123.2288487,94.58652184,86.16451876,134.7377242,157.7081588,113.5243475
ENSG00000009307,80.2764965,66.50347498,59.65390295,77.32769995,69.13108184,63.17658467
ENSG00000173020,58.29449173,55.59910586,59.42669382,59.31645922,62.20112328,65.22124821
ENSG00000146701,110.7507537,93.76724353,86.46237807,118.880935,123.5042397,123.0229555
ENSG00000196419,128.8802998,109.6979528,95.63852522,134.130668,130.0818832,126.143469
ENSG00000101255,51.95977499,47.51305642,45.12359515,162.9039943,187.9638259,199.5967343
ENSG00000188643,241.6514848,206.0932939,212.5803768,224.183261,265.5961094,248.6563317
ENSG00000090863,23.77891152,30.08325264,30.06161213,25.40549991,27.24992448,30.84449004
ENSG00000170315,276.5121741,221.6762772,208.3514124,237.8364086,262.891832,244.9460065
ENSG00000115524,43.57711193,46.29678893,42.84556734,42.1001044,42.6888642,39.63817014
ENSG00000203875,145.2054717,110.435918,121.152747,162.8625753,158.5099184,142.0523751
ENSG00000091409,57.9558513,62.14536297,58.59132154,56.44335727,65.88115684,58.10559532
ENSG00000128050,47.96626707,41.78218155,37.44800461,63.34695885,65.02222805,56.36032674
ENSG00000123416,108.640908,95.30926701,81.24357147,113.5297055,123.9362122,128.6544366
ENSG00000196205,315.7805918,251.4494386,256.7184098,325.123201,270.7484922,254.6414043
ENSG00000173598,57.85616009,44.12112802,39.67762425,31.32109278,28.60672062,26.4860144
ENSG00000168056,34.22572634,38.98941332,42.59173661,31.11246273,35.56704643,41.56500418
ENSG00000075618,110.7658846,97.093616,100.9436791,95.25556589,108.2196873,109.3097255
ENSG00000166913,53.30363926,45.49702168,41.92658608,52.29521619,50.33804314,45.2750166
ENSG00000115677,32.92907279,30.3283058,27.22624749,32.47551626,30.93281219,33.72446378
ENSG00000141753,179.4942784,162.4806421,165.9809267,176.134134,179.1402303,177.7457731
ENSG00000136068,25.29435619,28.0215736,26.83732091,22.4523821,29.91860625,31.1960005
ENSG00000078369,65.77952688,55.68973212,48.64954982,63.5710573,60.45970275,60.14784291
ENSG00000180817,79.01709361,66.56394939,60.14645827,82.7576471,83.20248611,67.50579124
ENSG00000116560,46.65394016,50.55700581,50.96415962,50.34583557,54.7537145,52.66501834
ENSG00000135390,104.8370155,84.07066688,95.82236432,99.90570705,88.50874308,93.66968317
ENSG00000140526,38.45718329,45.29341166,40.80787473,31.93006659,28.53985831,32.78176535
ENSG00000100380,103.5477553,85.8363122,78.78252679,96.67325393,97.9951036,80.15780827
ENSG00000119888,159.9814658,138.5941515,141.7653604,151.6650762,168.7671936,134.4501127
ENSG00000156261,119.0180831,96.96433117,91.34486927,125.1343619,131.2417525,108.9464449
ENSG00000106263,40.86103589,35.68726173,34.17613461,46.29336387,45.10415887,47.24412239
ENSG00000178952,152.5108264,135.921693,128.6025634,184.8124762,194.4051716,191.8293273
ENSG00000087365,37.96024744,34.22038036,34.86777156,40.40079168,39.60347782,41.74498483
ENSG00000152127,48.72396844,52.75794655,47.45244508,39.93713765,34.75154371,36.6477155
ENSG00000010256,131.1832423,103.4173104,106.7847251,118.7175916,118.2278062,112.9271043
ENSG00000143933,71.24734031,52.75554109,50.18468453,59.22841902,65.58113429,45.84182292
